id,source_dataset,label,prompt,context,response,model_input,forward_time_s,num_tokens,mean_token_prob,min_token_prob,mean_log_prob,min_log_prob,mean_entropy,max_entropy,entropy_std,token_prob_std,perplexity,mean_token_rank,max_token_rank,min_token_rank,rank_std
halueval-3409,halueval,1,"This organization, formed in 1918, boasted Arthur C. Clarke as one of its members.","Glide Path is a novel by Arthur C. Clarke, published in 1963. It is based on Clarke's own wartime service with the Royal Air Force, during which he worked on the GCA project.The Royal Air Force (RAF) is the United Kingdom's aerial warfare force. Formed towards the end of the First World War on 1 April 1918, it is the oldest independent air force in the world.",Arthur C. Clarke was a member of the Flying Circus.,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: Glide Path is a novel by Arthur C. Clarke, published in 1963. It is based on Clarke's own wartime service with the Royal Air Force, during which he worked on the GCA project.The Royal Air Force (RAF) is the United Kingdom's aerial warfare force. Formed towards the end of the First World War on 1 April 1918, it is the oldest independent air force in the world.

Question: This organization, formed in 1918, boasted Arthur C. Clarke as one of its members.<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.08500729999832402,12,0.5777390950388508,0.0003575113951228559,-1.7649453077792714,-7.936343193054199,1.1255366098484956,3.544400453567505,1.2641765926411253,0.43913068758695367,5.841252878257794,4.416666666666667,23,1,6.947312539043534
halueval-6034,halueval,1,"What is the name of the rapper who was featured by Goldie Loc on his album Eastsideridaz who died on MArch 15, 2011?","Eastsideridaz is an album by rapper, Goldie Loc, released in 2007.Nathaniel Dwayne Hale (August 19, 1969 – March 15, 2011), better known by his stage name Nate Dogg, was an American rapper, singer, songwriter, and actor.",Goldie Lac featured an unknown rapper.,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: Eastsideridaz is an album by rapper, Goldie Loc, released in 2007.Nathaniel Dwayne Hale (August 19, 1969 – March 15, 2011), better known by his stage name Nate Dogg, was an American rapper, singer, songwriter, and actor.

Question: What is the name of the rapper who was featured by Goldie Loc on his album Eastsideridaz who died on MArch 15, 2011?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.08511640000142506,8,0.23075739449723187,7.467051182175055e-05,-4.265198199245788,-9.502425193786621,1.3280959627591074,2.79868745803833,1.0129561624840195,0.41386403830283824,71.17902620473627,5.75,11,1,3.955105199973465
halueval-1239,halueval,0,Come and Get It: The Best of Apple Records included recordings produced by the guitarist who had what nickname?,"In most cases, the recordings were produced by one of the Beatles, with George Harrison and Paul McCartney being the most heavily represented on the album. Often referred to as ""the quiet Beatle"", Harrison embraced Hinduism and helped broaden the horizons of his fellow bandmates as well as their American audience by incorporating Indian instrumentation in their music.",the quiet Beatle,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: In most cases, the recordings were produced by one of the Beatles, with George Harrison and Paul McCartney being the most heavily represented on the album. Often referred to as ""the quiet Beatle"", Harrison embraced Hinduism and helped broaden the horizons of his fellow bandmates as well as their American audience by incorporating Indian instrumentation in their music.

Question: Come and Get It: The Best of Apple Records included recordings produced by the guitarist who had what nickname?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.07310729999881005,4,0.3577193534210892,3.243246101192199e-05,-3.7739817383117042,-10.336350440979004,2.259246955625713,4.880070686340332,2.1070416611745775,0.4669522103424722,43.55313723781866,269.75,1072,1,534.8347875746304
halueval-4890,halueval,1,"Which American screen writer won a Primetime Emmy Award for his work on ""The West Wing"", and also wrote ""Sportsnight"" and ""The Newsroom""?","Written by Aaron Sorkin and Rick Cleveland and directed by Alex Graves, the episode contains guest appearances by Paul Austin and Raynor Scheine. It also earned Sorkin and Cleveland the Primetime Emmy Award for Outstanding Writing for a Drama Series, as well as one for Richard Schiff.Aaron Benjamin Sorkin (born June 9, 1961) is an American screenwriter, director, producer and playwright. His works include the Broadway plays ""A Few Good Men"" and ""The Farnsworth Invention""; the television series ""Sports Night"", ""The West Wing"", ""Studio 60 on the Sunset Strip"" and ""The Newsroom""; and the films ""A Few Good Men"", ""The American President"", ""Charlie Wilson's War"", ""Moneyball"" and ""Steve Jobs"".",Aaron Sorkin is known for writing romantic comedies.,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: Written by Aaron Sorkin and Rick Cleveland and directed by Alex Graves, the episode contains guest appearances by Paul Austin and Raynor Scheine. It also earned Sorkin and Cleveland the Primetime Emmy Award for Outstanding Writing for a Drama Series, as well as one for Richard Schiff.Aaron Benjamin Sorkin (born June 9, 1961) is an American screenwriter, director, producer and playwright. His works include the Broadway plays ""A Few Good Men"" and ""The Farnsworth Invention""; the television series ""Sports Night"", ""The West Wing"", ""Studio 60 on the Sunset Strip"" and ""The Newsroom""; and the films ""A Few Good Men"", ""The American President"", ""Charlie Wilson's War"", ""Moneyball"" and ""Steve Jobs"".

Question: Which American screen writer won a Primetime Emmy Award for his work on ""The West Wing"", and also wrote ""Sportsnight"" and ""The Newsroom""?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.09339929999987362,12,0.5260919872503109,6.861724614282139e-06,-2.7384099218435645,-11.889552116394043,0.9189534197175817,2.4555370807647705,0.9394205963397231,0.4425930382281202,15.46237914750445,54.75,617,1,177.13072984252466
halueval-5462,halueval,0,"Gangwon State University, is a public college in Gangneung City, Gangwon Province, is which sovereign state in East Asia, constituting the southern part of the Korean Peninsula?","Gangwon State University (Hangul: 강원도립대학 ) is a public college in Gangneung City, Gangwon Province, South Korea.South Korea, officially the Republic of Korea (abbreviated ROK), is a sovereign state in East Asia, constituting the southern part of the Korean Peninsula.",Republic of Korea,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: Gangwon State University (Hangul: 강원도립대학 ) is a public college in Gangneung City, Gangwon Province, South Korea.South Korea, officially the Republic of Korea (abbreviated ROK), is a sovereign state in East Asia, constituting the southern part of the Korean Peninsula.

Question: Gangwon State University, is a public college in Gangneung City, Gangwon Province, is which sovereign state in East Asia, constituting the southern part of the Korean Peninsula?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.07670409999991534,3,0.7349200497070948,0.20738132297992706,-0.525273416559988,-1.5731960535049438,0.6475919787772,1.9209808111190796,1.102823174436512,0.4568633940399747,1.6909211110144666,1.3333333333333333,2,1,0.5773502691896257
halueval-1130,halueval,1,The 1981 Nebraska Cornhuskers football team represented the largest university in which system?,"The 1981 Nebraska Cornhuskers football team represented the University of Nebraska–Lincoln in the 1981 NCAA Division I-A football season. It is the state's oldest university, and the largest in the University of Nebraska system.",The 1981 Nebraska Cornhuskers football team represented Lincoln in the NCAA Division I-A football season.,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: The 1981 Nebraska Cornhuskers football team represented the University of Nebraska–Lincoln in the 1981 NCAA Division I-A football season. It is the state's oldest university, and the largest in the University of Nebraska system.

Question: The 1981 Nebraska Cornhuskers football team represented the largest university in which system?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.08404509999854781,23,0.7564789804468013,0.0029954207129776478,-0.7296901515077796,-5.810670852661133,0.5997254490945995,3.243706226348877,0.883762964557922,0.3621077667411431,2.0744377466764976,1.6521739130434783,8,1,1.6406399985198103
halueval-1717,halueval,1,What nationality was the person who wrote the music for Soft Flowing Avon?,"Soft Flowing Avon was a 1769 song with music written by Thomas Arne and lyrics by David Garrick.Thomas Augustine Arne ( ; 12 March 1710, London – 5 March 1778, London) was an English composer, best known for the patriotic song ""Rule Britannia"".",The person who wrote the music for Soft Flowing Avon was Scottish.,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: Soft Flowing Avon was a 1769 song with music written by Thomas Arne and lyrics by David Garrick.Thomas Augustine Arne ( ; 12 March 1710, London – 5 March 1778, London) was an English composer, best known for the patriotic song ""Rule Britannia"".

Question: What nationality was the person who wrote the music for Soft Flowing Avon?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.07975290000103996,15,0.7793378626578488,0.00013306032633408904,-0.9946438884768819,-8.924708366394043,0.33933702499683327,1.295430302619934,0.45287131237011785,0.35293619860077213,2.703761329254681,2.933333333333333,29,1,7.215723571941116
halueval-5853,halueval,0,What boxing title did Walter Matthysse's brother hold from 2012 to 2013?,"He is the elder brother of professional boxer Lucas Matthysse. He held the WBC interim super lightweight title from 2012 to 2013, and has challenged twice for a world title in 2013 and 2015.",WBC interim super lightweight title,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: He is the elder brother of professional boxer Lucas Matthysse. He held the WBC interim super lightweight title from 2012 to 2013, and has challenged twice for a world title in 2013 and 2015.

Question: What boxing title did Walter Matthysse's brother hold from 2012 to 2013?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.08130119999987073,6,0.7890200763940811,0.3370101749897003,-0.29388573416508734,-1.0876421928405762,0.5616174234698216,1.1048483848571777,0.4117761205458696,0.2431356980294309,1.341630592368235,1.1666666666666667,2,1,0.408248290463863
halueval-9293,halueval,0,In the End of Human Existence is the debut album of a Russian death metal band that is originally from where?,"In the End of Human Existence is Abominable Putridity´s debut album, released in 2007 by Czech label Lacerated Enemy Records.Abominable Putridity is a Russian death metal band originally from Moscow.",Moscow,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: In the End of Human Existence is Abominable Putridity´s debut album, released in 2007 by Czech label Lacerated Enemy Records.Abominable Putridity is a Russian death metal band originally from Moscow.

Question: In the End of Human Existence is the debut album of a Russian death metal band that is originally from where?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.07414830000016082,2,0.6887805610895157,0.3786419928073883,-0.48612279252847657,-0.9711641073226929,1.3651615688577294,2.7191050052642822,1.914765170452181,0.43860216947955877,1.6259996445610856,1.0,1,1,0.0
halueval-9363,halueval,0,Which football team won a La Liga trophy in the season that started on 29 August 1998 and finished on 20 June 1999?,"The 2004-05 season saw Fútbol Club Barcelona end their six-year wait for the La Liga title, having not won the league or, indeed, any trophy since the 1998–99 season and thus La Liga trophy returned in Barcelona's trophy room.The 1998–99 La Liga season, the 68th since its establishment, started on 29 August 1998 and finished on 20 June 1999.",Fútbol Club Barcelona,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: The 2004-05 season saw Fútbol Club Barcelona end their six-year wait for the La Liga title, having not won the league or, indeed, any trophy since the 1998–99 season and thus La Liga trophy returned in Barcelona's trophy room.The 1998–99 La Liga season, the 68th since its establishment, started on 29 August 1998 and finished on 20 June 1999.

Question: Which football team won a La Liga trophy in the season that started on 29 August 1998 and finished on 20 June 1999?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.08215700000073412,4,0.7252981532365084,0.06660140305757523,-0.7223011135793058,-2.7090296745300293,0.8579436643049121,2.749558210372925,1.2957140720316673,0.44560154584151873,2.0591661382161774,1.5,3,1,1.0
halueval-9204,halueval,1,What is the name of the American Actress who serves as spokeswoman for Fashion for Relief?,"Fashion for Relief is a charitable organization founded in 2005 that has raised funds for various environmental and humanitarian causes. Its spokeswoman is Naomi Campbell, who attracts high-profile individuals in the fashion, film, music, and television industries to participate in the show.Naomi Elaine Campbell (born 22 May 1970) is an English model and actress.",Angelina Jolie is the spokeswoman for Fashion for Relief.,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: Fashion for Relief is a charitable organization founded in 2005 that has raised funds for various environmental and humanitarian causes. Its spokeswoman is Naomi Campbell, who attracts high-profile individuals in the fashion, film, music, and television industries to participate in the show.Naomi Elaine Campbell (born 22 May 1970) is an English model and actress.

Question: What is the name of the American Actress who serves as spokeswoman for Fashion for Relief?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.07858869999836315,12,0.6524561122787418,0.00040550081757828593,-1.7752579630359833,-7.81038761138916,0.8337079915072536,2.6485373973846436,0.8001149702880475,0.40589919173275013,5.9018033870878694,11.75,123,1,35.06130993767139
halueval-7635,halueval,1,"who is the eldest,Elvis Costello or Zeeshan Zaidi?","Declan Patrick MacManus (born 25 August 1954), better known by his stage name Elvis Costello, is an English musician, singer-songwriter, and record producer.Zeeshan Hussain Zaidi (born August 26, 1974) is an American rock musician, multi-instrumentalist, and singer-songwriter living in New York City, USA.",Zeeshan Zaidi is the eldest.,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: Declan Patrick MacManus (born 25 August 1954), better known by his stage name Elvis Costello, is an English musician, singer-songwriter, and record producer.Zeeshan Hussain Zaidi (born August 26, 1974) is an American rock musician, multi-instrumentalist, and singer-songwriter living in New York City, USA.

Question: who is the eldest,Elvis Costello or Zeeshan Zaidi?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.07750259999920672,10,0.7648292064666748,0.10387159883975983,-0.489143819138917,-2.2645998001098633,0.3134630958469643,0.9349520802497864,0.3690085762292378,0.3565975045012281,1.6309192601590747,1.2,2,1,0.4216370213557839
halueval-1353,halueval,1,"Though Cherrie Ireland was born in Darwin, the capital city of the Northern Territory of Australia, she was on holiday in which city when she became paralysed by polio?","Born in Darwin, She was on holiday in Melbourne when she was paralysed by polio at the age of five.is the capital city of the Northern Territory of Australia.",Sydney,"<|im_start|>system
Answer the question directly, factually, and concisely. Do not provide preamble or internal thinking.<|im_end|>
<|im_start|>user
Passage: Born in Darwin, She was on holiday in Melbourne when she was paralysed by polio at the age of five.is the capital city of the Northern Territory of Australia.

Question: Though Cherrie Ireland was born in Darwin, the capital city of the Northern Territory of Australia, she was on holiday in which city when she became paralysed by polio?<|im_end|>
<|im_start|>assistant
<think>

</think>

",0.07297159999870928,2,0.4992426486733166,4.461445860215463e-05,-5.009506391303148,-10.017452239990234,0.0849942322820425,0.15622253715991974,0.10073203478313966,0.7059726302964375,149.83076012669028,21.5,42,1,28.991378028648448
