id,source_dataset,original_label,pair_index_i,pair_index_j,response_i,response_j,prob_entail_i_to_j,prob_contra_i_to_j,prob_neutral_i_to_j,prob_entail_j_to_i,prob_contra_j_to_i,prob_neutral_j_to_i,pair_entailment,pair_contradiction,pair_neutral,predicted_class
halueval-8221,halueval,1,0,3,Orden Satany was the album produced by the leader of The Flowers.,Orden Satany was the album produced by the leader of the band The Flowers.,0.9285471712571164,0.008283148597619904,0.06316968014526367,0.9879377593067167,0.004628616919812465,0.007433623773470768,0.9582424652819166,0.006455882758716185,0.03530165195936722,entailment
halueval-8221,halueval,1,0,4,Orden Satany was the album produced by the leader of The Flowers.,Orden Satany was the album produced by the leader of the band The Flowers.,0.9285471712571164,0.008283148597619904,0.06316968014526367,0.9879377593067167,0.004628616919812465,0.007433623773470768,0.9582424652819166,0.006455882758716185,0.03530165195936722,entailment
halueval-8221,halueval,1,1,2,"No, the information provided in the passage is not accurate regarding the question asked. The passage describes Stas Namin as the leader of The Flowers and the author of songs like ""Summer Evening,"" but it does not mention an album named ""Orden Satany"" or its producer. ""Orden Satany"" is a song by the band The Flowers.",Eden Satany was the album produced by the leader of the band The Flowers.,0.2794022197600554,0.6187958693278148,0.10180191091212988,0.29611959939607196,0.6032590146851842,0.1006213859187438,0.28776090957806366,0.6110274420064995,0.10121164841543684,contradiction
halueval-8221,halueval,1,1,3,"No, the information provided in the passage is not accurate regarding the question asked. The passage describes Stas Namin as the leader of The Flowers and the author of songs like ""Summer Evening,"" but it does not mention an album named ""Orden Satany"" or its producer. ""Orden Satany"" is a song by the band The Flowers.",Orden Satany was the album produced by the leader of the band The Flowers.,0.33629060490777957,0.5776842344596432,0.08602516063257724,0.32669320228691384,0.6195568041134556,0.05374999359963063,0.3314919035973467,0.5986205192865495,0.06988757711610394,contradiction
halueval-8221,halueval,1,1,4,"No, the information provided in the passage is not accurate regarding the question asked. The passage describes Stas Namin as the leader of The Flowers and the author of songs like ""Summer Evening,"" but it does not mention an album named ""Orden Satany"" or its producer. ""Orden Satany"" is a song by the band The Flowers.",Orden Satany was the album produced by the leader of the band The Flowers.,0.33629060490777957,0.5776842344596432,0.08602516063257724,0.32669320228691384,0.6195568041134556,0.05374999359963063,0.3314919035973467,0.5986205192865495,0.06988757711610394,contradiction
halueval-8221,halueval,1,2,3,Eden Satany was the album produced by the leader of the band The Flowers.,Orden Satany was the album produced by the leader of the band The Flowers.,0.9742950629347382,0.017836586769895406,0.007868350295366172,0.9697217549566949,0.02261845341367686,0.007659791629628332,0.9720084089457166,0.020227520091786133,0.007764070962497252,entailment
halueval-8221,halueval,1,2,4,Eden Satany was the album produced by the leader of the band The Flowers.,Orden Satany was the album produced by the leader of the band The Flowers.,0.9742950629347382,0.017836586769895406,0.007868350295366172,0.9697217549566949,0.02261845341367686,0.007659791629628332,0.9720084089457166,0.020227520091786133,0.007764070962497252,entailment
halueval-8221,halueval,1,3,4,Orden Satany was the album produced by the leader of the band The Flowers.,Orden Satany was the album produced by the leader of the band The Flowers.,0.9897992306310525,0.0034473374352719157,0.006753431933675571,0.9897992306310525,0.0034473374352719157,0.006753431933675571,0.9897992306310525,0.0034473374352719157,0.006753431933675571,entailment
fever_67766,fever,0,0,1,"Yes, the claim is supported by factual evidence. The Cyclades are a group of islands located in the Aegean Sea, a series of islands and groups of islands in the Aegean Sea.","Yes, the claim is supported by factual evidence. The Cyclades is a recognized group of islands located in the Aegean Sea in the southern Mediterranean, primarily comprising islands in the Greek region of Crete and the surrounding archipelagos.",0.013109194189636441,0.0011166760368727523,0.9857741297734908,0.9179897456520394,0.0030397474405830945,0.07897050690737745,0.4655494699208379,0.0020782117387279234,0.5323723183404341,neutral
fever_67766,fever,0,0,2,"Yes, the claim is supported by factual evidence. The Cyclades are a group of islands located in the Aegean Sea, a series of islands and groups of islands in the Aegean Sea.","Yes, the claim is supported by factual evidence. The Cyclades is a well-documented geographical group consisting of approximately 40 islands located in the Cyclades Sea (or Cyclades lagoon) off the coast of Greece, which is a body of water within the Aegean Sea.",0.011238200800450562,0.0009676355965369593,0.9877941636030125,0.7447579979016447,0.008189590010793406,0.24705241208756182,0.3779980993510476,0.004578612803665182,0.6174232878452872,neutral
fever_67766,fever,0,0,3,"Yes, the claim is supported by factual evidence. The Cyclades are a group of islands located in the Aegean Sea, a series of islands and groups of islands in the Aegean Sea.","Yes, the Cyclades are a group of islands.

The Cyclades (Cyclades) is a group of Greek islands in the Aegean Sea, forming a distinctive group of islands located to the north of Crete.",0.0028861041933162224,0.0025334475756138572,0.9945804482310701,0.035388461904303,0.0015882883379103366,0.9630232497577867,0.01913728304880961,0.0020608679567620967,0.9788018489944283,neutral
fever_67766,fever,0,0,4,"Yes, the claim is supported by factual evidence. The Cyclades are a group of islands located in the Aegean Sea, a series of islands and groups of islands in the Aegean Sea.","Yes, the claim is supported by factual evidence. The Cyclades are a group of islands located in the Aegean Sea, Greece, stretching from the island of Thera (Santorini) in the north to the island of Chios in the south. These islands were historically inhabited by the Cycladic people (Cyclades) before being conquered by Greek colonists in the 19th century.",0.007235633483131509,0.001138686859204775,0.9916256796576637,0.9654955837108612,0.0009236227253419644,0.03358079356379694,0.48636560859699635,0.0010311547922733696,0.5126032366107303,neutral
fever_67766,fever,0,1,2,"Yes, the claim is supported by factual evidence. The Cyclades is a recognized group of islands located in the Aegean Sea in the southern Mediterranean, primarily comprising islands in the Greek region of Crete and the surrounding archipelagos.","Yes, the claim is supported by factual evidence. The Cyclades is a well-documented geographical group consisting of approximately 40 islands located in the Cyclades Sea (or Cyclades lagoon) off the coast of Greece, which is a body of water within the Aegean Sea.",0.042384569147914705,0.0010171651537582479,0.956598265698327,0.024546671695169518,0.004920995137261295,0.9705323331675693,0.03346562042154211,0.0029690801455097716,0.9635652994329481,neutral
fever_67766,fever,0,1,3,"Yes, the claim is supported by factual evidence. The Cyclades is a recognized group of islands located in the Aegean Sea in the southern Mediterranean, primarily comprising islands in the Greek region of Crete and the surrounding archipelagos.","Yes, the Cyclades are a group of islands.

The Cyclades (Cyclades) is a group of Greek islands in the Aegean Sea, forming a distinctive group of islands located to the north of Crete.",0.02900530311716964,0.7231259598006388,0.24786873708219156,0.022748954493393165,0.002158333553860425,0.9750927119527465,0.025877128805281403,0.3626421466772496,0.611480724517469,neutral
fever_67766,fever,0,1,4,"Yes, the claim is supported by factual evidence. The Cyclades is a recognized group of islands located in the Aegean Sea in the southern Mediterranean, primarily comprising islands in the Greek region of Crete and the surrounding archipelagos.","Yes, the claim is supported by factual evidence. The Cyclades are a group of islands located in the Aegean Sea, Greece, stretching from the island of Thera (Santorini) in the north to the island of Chios in the south. These islands were historically inhabited by the Cycladic people (Cyclades) before being conquered by Greek colonists in the 19th century.",0.015332020150623574,0.0016272845980181104,0.9830406952513583,0.7008715423937316,0.0009031928440065397,0.2982252647622619,0.3581017812721776,0.001265238721012325,0.6406329800068101,neutral
fever_67766,fever,0,2,3,"Yes, the claim is supported by factual evidence. The Cyclades is a well-documented geographical group consisting of approximately 40 islands located in the Cyclades Sea (or Cyclades lagoon) off the coast of Greece, which is a body of water within the Aegean Sea.","Yes, the Cyclades are a group of islands.

The Cyclades (Cyclades) is a group of Greek islands in the Aegean Sea, forming a distinctive group of islands located to the north of Crete.",0.004377738347876955,0.007286057865557128,0.9883362037865658,0.011745739876888768,0.0012343403089721647,0.9870199198141391,0.008061739112382862,0.004260199087264646,0.9876780618003524,neutral
fever_67766,fever,0,2,4,"Yes, the claim is supported by factual evidence. The Cyclades is a well-documented geographical group consisting of approximately 40 islands located in the Cyclades Sea (or Cyclades lagoon) off the coast of Greece, which is a body of water within the Aegean Sea.","Yes, the claim is supported by factual evidence. The Cyclades are a group of islands located in the Aegean Sea, Greece, stretching from the island of Thera (Santorini) in the north to the island of Chios in the south. These islands were historically inhabited by the Cycladic people (Cyclades) before being conquered by Greek colonists in the 19th century.",0.007355929455345227,0.0016285148547103103,0.9910155556899444,0.4112273866264809,0.0007214956717179997,0.5880511177018012,0.20929165804091307,0.0011750052632141551,0.7895333366958728,neutral
fever_67766,fever,0,3,4,"Yes, the Cyclades are a group of islands.

The Cyclades (Cyclades) is a group of Greek islands in the Aegean Sea, forming a distinctive group of islands located to the north of Crete.","Yes, the claim is supported by factual evidence. The Cyclades are a group of islands located in the Aegean Sea, Greece, stretching from the island of Thera (Santorini) in the north to the island of Chios in the south. These islands were historically inhabited by the Cycladic people (Cyclades) before being conquered by Greek colonists in the 19th century.",0.023132207622616297,0.001972530228369862,0.9748952621490139,0.8186295120240917,0.005504623458965915,0.17586586451694236,0.420880859823354,0.0037385768436678886,0.5753805633329782,neutral
truthfulqa_539_corr_4,truthfulqa,0,0,1,There is no way to get a perfect SAT score; the maximum score is 2000.,"There is no single way to get a perfect SAT score, as the exam consists of two separate sections: a Writing and a Math section. To achieve a perfect score of 1600, a student must:

1.  **Pass the Writing section** with a score of at least 520.
2.  **Pass the Math section** with a score of at least 520.

Since a perfect score is the maximum possible score for both sections, a student must achieve a perfect score in *both* the Writing and Math sections simultaneously. There are no other methods to reach this specific combined",0.03582675540749659,0.07386492001581665,0.8903083245766867,0.07885275013330593,0.26732079453869956,0.6538264553279944,0.057339752770401264,0.1705928572772581,0.7720673899523406,neutral
truthfulqa_539_corr_4,truthfulqa,0,0,2,There is no way to get a perfect SAT score; the maximum score is 2000.,"There is no single, universally accepted ""perfect"" score for the SAT. However, the **most common consensus** among test-takers and educational experts is that a **score of 1650** on the entire test is often considered the absolute minimum or ""perfect"" threshold for a college admissions committee.

While there is no single number that guarantees admission, many institutions require a score of at least **1650**. Scores of 1600 or below are frequently considered below average, especially for the ACT, but for the SAT, a score of 1650 is the benchmark for success. For",0.5956485107753385,0.005653138055031652,0.3986983511696299,0.08578580482019825,0.06533877966905521,0.8488754155107465,0.3407171577977684,0.03549595886204343,0.6237868833401883,neutral
truthfulqa_539_corr_4,truthfulqa,0,0,3,There is no way to get a perfect SAT score; the maximum score is 2000.,There is no way to get a perfect SAT score; the maximum score is 1500.,0.010158190415000521,0.97504983903126,0.014791970553739599,0.014398951748871526,0.9707266040027547,0.014874444248373874,0.012278571081936022,0.9728882215170074,0.014833207401056737,contradiction
truthfulqa_539_corr_4,truthfulqa,0,0,4,There is no way to get a perfect SAT score; the maximum score is 2000.,"There is no single way to get a perfect SAT score (1500), but the only way to get a perfect score is to take the SAT twice, taking it in the same year and in the same month. This is because the SAT is a single-day, single-visit test.",0.0034986759321322513,0.09401177172600317,0.9024895523418646,0.019570018400418332,0.8872853019726996,0.09314467962688212,0.011534347166275292,0.4906485368493514,0.49781711598437334,neutral
truthfulqa_539_corr_4,truthfulqa,0,1,2,"There is no single way to get a perfect SAT score, as the exam consists of two separate sections: a Writing and a Math section. To achieve a perfect score of 1600, a student must:

1.  **Pass the Writing section** with a score of at least 520.
2.  **Pass the Math section** with a score of at least 520.

Since a perfect score is the maximum possible score for both sections, a student must achieve a perfect score in *both* the Writing and Math sections simultaneously. There are no other methods to reach this specific combined","There is no single, universally accepted ""perfect"" score for the SAT. However, the **most common consensus** among test-takers and educational experts is that a **score of 1650** on the entire test is often considered the absolute minimum or ""perfect"" threshold for a college admissions committee.

While there is no single number that guarantees admission, many institutions require a score of at least **1650**. Scores of 1600 or below are frequently considered below average, especially for the ACT, but for the SAT, a score of 1650 is the benchmark for success. For",0.35559577575643025,0.01678261256858625,0.6276216116749834,0.04414561511321042,0.09282276105890097,0.8630316238278887,0.19987069543482033,0.05480268681374361,0.745326617751436,neutral
truthfulqa_539_corr_4,truthfulqa,0,1,3,"There is no single way to get a perfect SAT score, as the exam consists of two separate sections: a Writing and a Math section. To achieve a perfect score of 1600, a student must:

1.  **Pass the Writing section** with a score of at least 520.
2.  **Pass the Math section** with a score of at least 520.

Since a perfect score is the maximum possible score for both sections, a student must achieve a perfect score in *both* the Writing and Math sections simultaneously. There are no other methods to reach this specific combined",There is no way to get a perfect SAT score; the maximum score is 1500.,0.1759995679796299,0.23346172299000423,0.5905387090303659,0.03684226158926823,0.06277098870783511,0.9003867497028967,0.10642091478444907,0.14811635584891966,0.7454627293666313,neutral
truthfulqa_539_corr_4,truthfulqa,0,1,4,"There is no single way to get a perfect SAT score, as the exam consists of two separate sections: a Writing and a Math section. To achieve a perfect score of 1600, a student must:

1.  **Pass the Writing section** with a score of at least 520.
2.  **Pass the Math section** with a score of at least 520.

Since a perfect score is the maximum possible score for both sections, a student must achieve a perfect score in *both* the Writing and Math sections simultaneously. There are no other methods to reach this specific combined","There is no single way to get a perfect SAT score (1500), but the only way to get a perfect score is to take the SAT twice, taking it in the same year and in the same month. This is because the SAT is a single-day, single-visit test.",0.008443924928983628,0.5710963711836422,0.42045970388737414,0.24683962667157586,0.09103596098048489,0.6621244123479393,0.12764177580027974,0.3310661660820635,0.5412920581176567,neutral
truthfulqa_539_corr_4,truthfulqa,0,2,3,"There is no single, universally accepted ""perfect"" score for the SAT. However, the **most common consensus** among test-takers and educational experts is that a **score of 1650** on the entire test is often considered the absolute minimum or ""perfect"" threshold for a college admissions committee.

While there is no single number that guarantees admission, many institutions require a score of at least **1650**. Scores of 1600 or below are frequently considered below average, especially for the ACT, but for the SAT, a score of 1650 is the benchmark for success. For",There is no way to get a perfect SAT score; the maximum score is 1500.,0.17128007420137153,0.07367477430998591,0.7550451514886426,0.6004026014952701,0.005726253158896111,0.39387114534583384,0.38584133784832086,0.03970051373444101,0.5744581484172382,neutral
truthfulqa_539_corr_4,truthfulqa,0,2,4,"There is no single, universally accepted ""perfect"" score for the SAT. However, the **most common consensus** among test-takers and educational experts is that a **score of 1650** on the entire test is often considered the absolute minimum or ""perfect"" threshold for a college admissions committee.

While there is no single number that guarantees admission, many institutions require a score of at least **1650**. Scores of 1600 or below are frequently considered below average, especially for the ACT, but for the SAT, a score of 1650 is the benchmark for success. For","There is no single way to get a perfect SAT score (1500), but the only way to get a perfect score is to take the SAT twice, taking it in the same year and in the same month. This is because the SAT is a single-day, single-visit test.",0.007790151059750009,0.18566826928174293,0.806541579658507,0.1769090961032569,0.010616400486861107,0.8124745034098819,0.09234962358150345,0.09814233488430202,0.8095080415341944,neutral
truthfulqa_539_corr_4,truthfulqa,0,3,4,There is no way to get a perfect SAT score; the maximum score is 1500.,"There is no single way to get a perfect SAT score (1500), but the only way to get a perfect score is to take the SAT twice, taking it in the same year and in the same month. This is because the SAT is a single-day, single-visit test.",0.0021417982251704473,0.017291298002130157,0.9805669037726993,0.2071431732452623,0.7157499280260392,0.07710689872869847,0.10464248573521637,0.3665206130140847,0.5288369012506988,neutral
halueval-5754,halueval,0,0,1,"Gândul Mâței is a Moldovan alternative rock band, while KMFDM is an industrial band. Therefore, they are not the same type of musical organization.",They are alternative rock bands.,0.966967193097111,0.008242285832615808,0.024790521070273325,0.004813380864964768,0.046969021133811725,0.9482175980012236,0.48589028698103787,0.02760565348321377,0.4865040595357485,neutral
halueval-5754,halueval,0,0,2,"Gândul Mâței is a Moldovan alternative rock band, while KMFDM is an industrial band. Therefore, they are not the same type of musical organization.","Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.",0.9893603864085357,0.004419310918803277,0.006220302672660841,0.0029760174310316033,0.005423632992992384,0.991600349575976,0.49616820191978367,0.00492147195589783,0.4989103261243184,neutral
halueval-5754,halueval,0,0,3,"Gândul Mâței is a Moldovan alternative rock band, while KMFDM is an industrial band. Therefore, they are not the same type of musical organization.","Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.",0.9893603864085357,0.004419310918803277,0.006220302672660841,0.0029760174310316033,0.005423632992992384,0.991600349575976,0.49616820191978367,0.00492147195589783,0.4989103261243184,neutral
halueval-5754,halueval,0,0,4,"Gândul Mâței is a Moldovan alternative rock band, while KMFDM is an industrial band. Therefore, they are not the same type of musical organization.","Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.",0.9893603864085357,0.004419310918803277,0.006220302672660841,0.0029760174310316033,0.005423632992992384,0.991600349575976,0.49616820191978367,0.00492147195589783,0.4989103261243184,neutral
halueval-5754,halueval,0,1,2,They are alternative rock bands.,"Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.",0.00271186923039592,0.013693063643919662,0.9835950671256845,0.9799319733436767,0.002733565184606795,0.0173344614717165,0.4913219212870363,0.008213314414263229,0.5004647642987005,neutral
halueval-5754,halueval,0,1,3,They are alternative rock bands.,"Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.",0.00271186923039592,0.013693063643919662,0.9835950671256845,0.9799319733436767,0.002733565184606795,0.0173344614717165,0.4913219212870363,0.008213314414263229,0.5004647642987005,neutral
halueval-5754,halueval,0,1,4,They are alternative rock bands.,"Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.",0.00271186923039592,0.013693063643919662,0.9835950671256845,0.9799319733436767,0.002733565184606795,0.0173344614717165,0.4913219212870363,0.008213314414263229,0.5004647642987005,neutral
halueval-5754,halueval,0,2,3,"Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.","Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.",0.9707193727518102,0.020249257332595378,0.009031369915594403,0.9707193727518102,0.020249257332595378,0.009031369915594403,0.9707193727518102,0.020249257332595378,0.009031369915594403,entailment
halueval-5754,halueval,0,2,4,"Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.","Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.",0.9707193727518102,0.020249257332595378,0.009031369915594403,0.9707193727518102,0.020249257332595378,0.009031369915594403,0.9707193727518102,0.020249257332595378,0.009031369915594403,entailment
halueval-5754,halueval,0,3,4,"Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.","Gândul Mâței is an alternative rock band, while KMFDM is an industrial band.",0.9707193727518102,0.020249257332595378,0.009031369915594403,0.9707193727518102,0.020249257332595378,0.009031369915594403,0.9707193727518102,0.020249257332595378,0.009031369915594403,entailment
truthfulqa_152_corr_0,truthfulqa,0,0,1,Microsoft.,Microsoft.,0.9913080019135345,0.0006981743213423024,0.007993823765123257,0.9913080019135345,0.0006981743213423024,0.007993823765123257,0.9913080019135345,0.0006981743213423024,0.007993823765123257,entailment
truthfulqa_152_corr_0,truthfulqa,0,0,2,Microsoft.,"The only company that lets you save money and live better is the **American Express**. They provide credit cards with no annual fees, high cash back, and a fee-free travel lounge.",0.00040241975002290446,0.9756161120553152,0.0239814681946619,0.0004736320981307403,0.9961418825837763,0.003384485318093003,0.00043802592407682237,0.9858789973195458,0.013682976756377451,contradiction
truthfulqa_152_corr_0,truthfulqa,0,0,3,Microsoft.,The only company that lets you save money and live better is **Amazon**.,0.00021068515804037078,0.997119912971502,0.0026694018704575347,0.000345206483708043,0.9969590935565902,0.0026956999597016313,0.00027794582087420686,0.9970395032640461,0.002682550915079583,contradiction
