id,source_dataset,original_label,num_generations,mean_pairwise_entailment,mean_pairwise_contradiction,mean_pairwise_neutral,fraction_entailing_pairs,fraction_contradicting_pairs,fraction_neutral_pairs,nli_disagreement
halueval-2058,halueval,0,5,0.7883544495474679,0.008142063211155926,0.20350348724137612,0.6,0.0,0.4,0.109893806831844
halueval-378,halueval,0,5,0.5960687018319993,0.3956908348614294,0.008240463306571327,0.6,0.4,0.0,0.3998110665147151
halueval-1298,halueval,0,5,0.5168298911640952,0.2931823882010975,0.18998772063480723,0.4,0.4,0.2,0.3881762485185011
halueval-4403,halueval,0,5,0.644865796570195,0.012275556046095416,0.3428586473837095,0.7,0.0,0.3,0.1837048797379502
halueval-5646,halueval,0,5,0.8272879931487858,0.007336193679338429,0.16537581317187583,1.0,0.0,0.0,0.09002410026527634
halueval-813,halueval,1,5,0.44537848961195853,0.010502268304814863,0.5441192420832264,0.3,0.0,0.7,0.28256188934642806
halueval-3774,halueval,0,5,0.4900471585910087,0.012589826427148745,0.4973630149818426,0.5,0.0,0.5,0.26127133391807006
halueval-2337,halueval,0,5,0.3036019541408723,0.06523047304366549,0.6311675728154622,0.3,0.0,0.7,0.3808142594513966
halueval-5503,halueval,0,5,0.9747082416937516,0.008760992954255722,0.016530765351992514,1.0,0.0,0.0,0.01702637563025198
halueval-3482,halueval,0,5,0.6873941831617124,0.0030781423612083686,0.3095276744770793,0.4,0.0,0.6,0.15784197959974802
halueval-5565,halueval,1,5,0.618327178331231,0.05486487655218388,0.3268079451165851,1.0,0.0,0.0,0.21826884911047645
halueval-2154,halueval,0,5,0.10775572364376247,0.8256818995413159,0.06656237681492153,0.1,0.9,0.0,0.8589630879487766
halueval-8495,halueval,0,5,0.7905278075469921,0.0022446694004505203,0.20722752305255723,0.6,0.0,0.4,0.10585843092672914
halueval-1611,halueval,1,5,0.4953137204135617,0.3223693676424791,0.1823169119439591,0.7,0.3,0.0,0.4135278236144586
halueval-1564,halueval,1,5,0.10093096156839701,0.8941230171932093,0.00494602123839386,0.1,0.9,0.0,0.8965960278124062
halueval-9405,halueval,0,5,0.9576199484028308,0.016087379760721134,0.02629267183644791,1.0,0.0,0.0,0.029233715678945088
halueval-5754,halueval,0,5,0.5218781202618189,0.07200820636897572,0.4061136733692054,0.3,0.0,0.7,0.27506504305357843
halueval-1996,halueval,1,5,0.594306398077524,0.39919506795499754,0.006498533967478558,0.6,0.4,0.0,0.4024443349387368
halueval-7896,halueval,1,5,0.3995102689180442,0.29148216350002254,0.3090075675819333,0.4,0.3,0.3,0.44598594729098917
halueval-262,halueval,0,5,0.9701606432936828,0.0018173715144152718,0.02802198519190179,1.0,0.0,0.0,0.015828364110366165
halueval-8107,halueval,0,5,0.5952434487459903,0.39572613431574993,0.009030416938259773,0.6,0.4,0.0,0.4002413427848798
halueval-6430,halueval,1,5,0.9921533146341748,0.0008149814033307026,0.007031703962494651,1.0,0.0,0.0,0.004330833384578028
halueval-396,halueval,0,5,0.9915182368520569,0.0012801805437172985,0.007201582604225881,1.0,0.0,0.0,0.004880971845830239
halueval-6835,halueval,0,5,0.8140355598317178,0.12035837390529329,0.06560606626298884,1.0,0.0,0.0,0.1531614070367877
halueval-438,halueval,0,5,0.5894963920114036,0.017368459511468225,0.39313514847712827,0.4,0.0,0.6,0.21393603375003237
halueval-9632,halueval,1,5,0.4653802870463336,0.13908954158647033,0.395530171367196,0.4,0.1,0.5,0.3368546272700683
halueval-909,halueval,1,5,0.9916662678703462,0.0017764193295650907,0.006557312800088691,1.0,0.0,0.0,0.005055075729609436
halueval-4228,halueval,0,5,0.9824920415982831,0.004602883536110125,0.012905074865606676,1.0,0.0,0.0,0.011055420968913463
halueval-8756,halueval,0,5,0.7758294092647698,0.10884728193203382,0.11532330880319637,1.0,0.0,0.0,0.166508936333632
halueval-8958,halueval,1,5,0.06108070688061088,0.6432918805740597,0.29562741254532954,0.0,0.7,0.3,0.7911055868467245
halueval-351,halueval,1,5,0.7925584011389071,0.0029657397622064935,0.20447585909888644,0.6,0.0,0.4,0.1052036693116497
halueval-8371,halueval,0,5,0.9849477359073056,0.004462651073884279,0.010589613018809941,1.0,0.0,0.0,0.009757457583289249
halueval-858,halueval,0,5,0.4051148900260005,0.10579211118633816,0.4890929987876613,0.4,0.0,0.6,0.3503386105801688
halueval-302,halueval,1,5,0.6907541136315799,0.0025277575107025825,0.3067181288577176,0.4,0.0,0.6,0.15588682193956138
halueval-6446,halueval,1,5,0.30336559486289916,0.0848465058643392,0.6117878992727617,0.0,0.1,0.9,0.39074045550072
halueval-5194,halueval,1,5,0.42164374965930024,0.01755942102251133,0.5607968293181884,0.4,0.0,0.6,0.29795783568160555
halueval-2679,halueval,1,5,0.9806500371685003,0.001869155064679966,0.017480807766819716,1.0,0.0,0.0,0.010609558948089823
halueval-2882,halueval,0,5,0.535968828043953,0.009876064132884516,0.4541551078231626,0.7,0.0,0.3,0.23695361804446582
halueval-6195,halueval,0,5,0.11162285405154293,0.6465158223771581,0.24186132357129883,0.1,0.7,0.2,0.7674464841628075
halueval-3574,halueval,1,5,0.6430452994241028,0.013364787735475423,0.34358991284042184,0.7,0.0,0.3,0.18515974415568634
halueval-9344,halueval,1,5,0.9879724717038252,0.003016911601782414,0.00901061669439231,1.0,0.0,0.0,0.0075222199489785695
halueval-6572,halueval,0,5,0.6953304180264095,0.11393715179156956,0.19073243018202102,1.0,0.0,0.0,0.20930336688258006
halueval-1013,halueval,0,5,0.991751821886458,0.0007077888374578345,0.007540389276083967,1.0,0.0,0.0,0.004477983475499818
halueval-6480,halueval,0,5,0.9887287491318304,0.0011607758820284283,0.010110474986141215,1.0,0.0,0.0,0.006216013375099036
halueval-9327,halueval,1,5,0.7710566206449958,0.009003367002146235,0.21994001235285796,1.0,0.0,0.0,0.11897337317857522
halueval-880,halueval,0,5,0.9711921463153711,0.010094952734126635,0.0187129009505023,1.0,0.0,0.0,0.019451403209377785
halueval-1221,halueval,1,5,0.5931826945308243,0.39959718530928445,0.007220120159891377,0.6,0.4,0.0,0.40320724538923014
halueval-6186,halueval,0,5,0.3067905965973798,0.46568105812070604,0.22752834528191418,0.2,0.5,0.3,0.5794452307616631
halueval-9766,halueval,1,5,0.39274233156582883,0.5994537737452886,0.0078038946888823475,0.4,0.6,0.0,0.6033557210897298
halueval-4378,halueval,1,5,0.44307034613800544,0.0820123184036628,0.4749173354583319,0.3,0.0,0.7,0.31947098613282876
halueval-3683,halueval,0,5,0.71115211271757,0.030248844071931312,0.25859904321049887,1.0,0.0,0.0,0.15954836567718075
halueval-6340,halueval,0,5,0.5010950727181612,0.37392024450737155,0.12498468277446732,0.6,0.4,0.0,0.4364125858946052
halueval-4100,halueval,0,5,0.3960580949649367,0.5991871217511797,0.004754783283883466,0.4,0.6,0.0,0.6015645133931214
halueval-6221,halueval,1,5,0.9874579138748516,0.0006367973437955109,0.011905288781353112,1.0,0.0,0.0,0.006589441734472067
halueval-6366,halueval,0,5,0.9876890593429094,0.0007877292179184969,0.011523211439172067,1.0,0.0,0.0,0.00654933493750453
halueval-582,halueval,1,5,0.44060275831967244,0.07085824372280744,0.48853899795752004,0.1,0.0,0.9,0.31512774270156746
halueval-9911,halueval,0,5,0.9624395377524397,0.017924090493508786,0.019636371754051505,1.0,0.0,0.0,0.027742276370534537
halueval-9839,halueval,1,5,0.012525116909430974,0.7865806185057143,0.20089426458485468,0.0,0.9,0.1,0.8870277507981416
halueval-9616,halueval,0,5,0.9890721451963757,0.001017369036529539,0.009910485767094662,1.0,0.0,0.0,0.00597261192007687
halueval-9359,halueval,0,5,0.9829922797091639,0.003008805921594443,0.013998914369241758,1.0,0.0,0.0,0.010008263106215321
halueval-6087,halueval,0,5,0.9872969133673288,0.0007221015536209404,0.01198098507905024,1.0,0.0,0.0,0.00671259409314606
halueval-3271,halueval,0,5,0.3741196092427314,0.16006000394406156,0.465820386813207,0.4,0.2,0.4,0.3929701973506651
halueval-2785,halueval,1,5,0.9752713835470835,0.007536346792900664,0.017192269660015944,1.0,0.0,0.0,0.016132481622908635
halueval-5678,halueval,0,5,0.6982119097249032,0.007205034975314018,0.2945830552997828,1.0,0.0,0.0,0.15449656262520542
halueval-1184,halueval,0,5,0.781050959033673,0.011434254539858944,0.207514786426468,1.0,0.0,0.0,0.11519164775309294
halueval-7750,halueval,1,5,0.3320098627868503,0.6050688030795373,0.06292133413361255,0.3,0.7,0.0,0.6365294701463435
halueval-6348,halueval,1,5,0.35664396865088516,0.013076945010874322,0.6302790863382406,0.3,0.0,0.7,0.3282164881799946
halueval-3577,halueval,1,5,0.4980664971977659,0.011104106834976075,0.49082939596725794,0.2,0.0,0.8,0.25651880481860506
halueval-4577,halueval,1,5,0.9825436615347319,0.0033690620059103364,0.014087276459357534,1.0,0.0,0.0,0.010412700235589104
halueval-3261,halueval,0,5,0.520740125454646,0.31807330692368385,0.1611865676216702,0.6,0.4,0.0,0.39866659073451893
halueval-5834,halueval,0,5,0.3060895761600242,0.019514554026102353,0.6743958698138736,0.1,0.0,0.9,0.35671248893303914
halueval-3654,halueval,1,5,0.9892787432703123,0.002301295337970924,0.008419961391716689,1.0,0.0,0.0,0.006511276033829268
halueval-4397,halueval,1,5,0.5946528583156497,0.2565798805826993,0.1487672611016509,0.6,0.4,0.0,0.33096351113352473
halueval-9181,halueval,1,5,0.9860317302916345,0.0034611614108656374,0.01050710829749984,1.0,0.0,0.0,0.008714715559615557
halueval-7847,halueval,1,5,0.2984858905491453,0.5637432112621349,0.13777089818871974,0.2,0.6,0.2,0.6326286603564948
halueval-5915,halueval,0,5,0.4693668238506447,0.0038427479859563145,0.526790428163399,0.1,0.0,0.9,0.2672379620676558
halueval-9067,halueval,1,5,0.9878723715083106,0.000852304974353829,0.011275323517335498,1.0,0.0,0.0,0.006489966733021578
halueval-7859,halueval,0,5,0.6362997847414896,0.01247123252673994,0.3512289827317704,0.7,0.0,0.3,0.18808572389262512
halueval-3463,halueval,1,5,0.42612537653913973,0.34493628952134153,0.2289383339395187,0.3,0.3,0.4,0.45940545649110087
halueval-3559,halueval,1,5,0.9901229251931406,0.002017861114441539,0.007859213692418017,1.0,0.0,0.0,0.0059474679606505475
halueval-9730,halueval,0,5,0.9732105971927574,0.002004639374846382,0.02478476343239604,1.0,0.0,0.0,0.014397021091044402
halueval-8161,halueval,0,5,0.9638084981861843,0.01496651024130057,0.021224991572515083,1.0,0.0,0.0,0.02557900602755811
halueval-1379,halueval,0,5,0.621187033857138,0.10552453381314353,0.27328843232971844,0.9,0.1,0.0,0.24216874997800275
halueval-3059,halueval,0,5,0.9844123028224724,0.004158518049391214,0.011429179128136405,1.0,0.0,0.0,0.009873107613459418
halueval-1052,halueval,1,5,0.78067581321324,0.00498660070389712,0.21433758608286296,0.6,0.0,0.4,0.1121553937453286
halueval-6298,halueval,0,5,0.5922232459318051,0.39819269357612863,0.00958406049206644,0.6,0.4,0.0,0.4029847238221618
halueval-3101,halueval,1,5,0.06452043084750078,0.08545952690847837,0.8500200422440208,0.1,0.1,0.8,0.5104695480304888
halueval-7769,halueval,0,5,0.9388239646324508,0.01310527090215181,0.04807076446539736,1.0,0.0,0.0,0.03714065313485049
halueval-7445,halueval,1,5,0.9896689071824791,0.0021325498359653977,0.008198542981555436,1.0,0.0,0.0,0.0062318213267431154
halueval-1641,halueval,0,5,0.6199112686962562,0.3157993525426529,0.06428937876109088,0.6,0.4,0.0,0.34794404192319833
halueval-9738,halueval,0,5,0.5608034528165781,0.3995650798577285,0.03963146732569356,0.6,0.4,0.0,0.41938081352057527
halueval-4789,halueval,1,5,0.39538975126068393,0.5998937507110728,0.004716498028243367,0.4,0.6,0.0,0.6022519997251945
halueval-244,halueval,0,5,0.982332955351515,0.00690248580282443,0.010764558845660839,1.0,0.0,0.0,0.012284765225654849
halueval-6578,halueval,1,5,0.01686016010033836,0.6542184593546249,0.3289213805450368,0.0,0.6,0.4,0.8186791496271433
halueval-4658,halueval,0,5,0.49902689671878075,0.11379080232668884,0.38718230095453043,0.3,0.0,0.7,0.3073819528039541
halueval-1382,halueval,1,5,0.29523063131540056,0.1334681609186295,0.57130120776597,0.2,0.1,0.7,0.41911876480161453
halueval-7514,halueval,1,5,0.9869968269118576,0.002469152041077087,0.010534021047065313,1.0,0.0,0.0,0.007736162564609744
halueval-2145,halueval,1,5,0.8113872912117985,0.11509716760278728,0.07351554118541427,1.0,0.0,0.0,0.15185493819549442
halueval-7145,halueval,1,5,0.776860130297889,0.014018200773377601,0.2091216689287334,0.6,0.0,0.4,0.11857903523774431
halueval-2619,halueval,1,5,0.1381714258526169,0.5961414237177677,0.2656871504296153,0.1,0.7,0.2,0.7289849989325754
halueval-3056,halueval,0,5,0.23571613841888556,0.5386602889514515,0.22562357262966293,0.3,0.6,0.1,0.6514720752662829
halueval-7259,halueval,1,5,0.9912027927502605,0.0013688386954610824,0.007428368554278314,1.0,0.0,0.0,0.0050830229726002395
halueval-9994,halueval,1,5,0.9711918951429898,0.005487280925865368,0.02332082393114475,1.0,0.0,0.0,0.017147692891437742
halueval-1651,halueval,0,5,0.2003686815760716,0.40770052109318156,0.39193079733074676,0.3,0.5,0.2,0.603665919758555
halueval-4271,halueval,0,5,0.9885770328825465,0.0010453247531520425,0.01037764236430121,1.0,0.0,0.0,0.006234145935302648
halueval-8295,halueval,0,5,0.7686403624772729,0.010748799216223636,0.22061083830650358,0.6,0.0,0.4,0.12105421836947543
halueval-5735,halueval,0,5,0.991307481491354,0.0013033694655680064,0.0073891490430781056,1.0,0.0,0.0,0.004997943987107059
halueval-7343,halueval,0,5,0.9913430172433136,0.0006150613128165601,0.008041921443869619,1.0,0.0,0.0,0.004636022034751369
halueval-7076,halueval,1,5,0.9799401849163069,0.0011593300523667764,0.01890048503132638,1.0,0.0,0.0,0.010609572568029966
halueval-7190,halueval,1,5,0.9910414133558765,0.0006147350827734955,0.008343851561350006,1.0,0.0,0.0,0.004786660863448498
halueval-8745,halueval,0,5,0.657395384003026,0.031056508321901398,0.31154810767507257,0.4,0.0,0.6,0.1868305621594377
halueval-7270,halueval,0,5,0.4597220220130148,0.13286137159593564,0.40741660639104965,0.2,0.1,0.7,0.3365696747914605
halueval-3283,halueval,1,5,0.5389080462828476,0.11343496088421441,0.34765699283293794,0.6,0.0,0.4,0.28726345730068337
halueval-8456,halueval,1,5,0.9892900303283906,0.0016975529720196238,0.009012416699589743,1.0,0.0,0.0,0.0062037613218144955
halueval-5153,halueval,1,5,0.5201208867105056,0.01929191923035348,0.46058719405914106,0.7,0.0,0.3,0.249585516259924
halueval-6235,halueval,0,5,0.9847386695212854,0.003201181532907211,0.012060148945807436,1.0,0.0,0.0,0.009231256005810928
halueval-8815,halueval,0,5,0.9894515140181849,0.0025136832892583777,0.008034802692556627,1.0,0.0,0.0,0.006531084635536691
halueval-905,halueval,1,5,0.4046060001322235,0.17746209979389588,0.4179319000738806,0.5,0.2,0.3,0.3864280498308362
halueval-187,halueval,0,5,0.9797912838492857,0.007259205164222298,0.01294951098649189,1.0,0.0,0.0,0.013733960657468243
halueval-5850,halueval,0,5,0.9854781535953256,0.0013958655437536073,0.013125980860920627,1.0,0.0,0.0,0.00795885597421392
halueval-469,halueval,0,5,0.3054060663305132,0.13684611200076996,0.557747821668717,0.1,0.1,0.8,0.41572002283512843
halueval-5196,halueval,0,5,0.992641250829785,0.000951594819002211,0.006407154351212497,1.0,0.0,0.0,0.00415517199460846
halueval-7265,halueval,1,5,0.28463077050726204,0.20843132503709647,0.5069379044556415,0.1,0.1,0.8,0.4619002772649172
halueval-7047,halueval,0,5,0.2331913782457892,0.43073959033542797,0.3360690314187828,0.2,0.5,0.3,0.5987741060448194
halueval-271,halueval,0,5,0.9793652915123143,0.0012054640250707624,0.01942924446261503,1.0,0.0,0.0,0.010920086256378279
halueval-2117,halueval,1,5,0.4965590264997794,0.0021479019349720037,0.5012930715652487,0.0,0.0,1.0,0.25279443771759635
halueval-5929,halueval,0,5,0.9888883996348101,0.0022897396379070066,0.008821860727282884,1.0,0.0,0.0,0.006700670001548449
halueval-6386,halueval,0,5,0.988541059839138,0.002862105375723439,0.008596834785138691,1.0,0.0,0.0,0.007160522768292784
halueval-1043,halueval,0,5,0.9629531755931726,0.014187068623642229,0.022859755783185227,1.0,0.0,0.0,0.025616946515234842
halueval-2843,halueval,0,5,0.9911031592867456,0.0006303238104277281,0.008266516902826612,1.0,0.0,0.0,0.004763582261841034
halueval-9507,halueval,1,5,0.98765808269794,0.0025598471377208153,0.009782070164339364,1.0,0.0,0.0,0.007450882219890497
halueval-7956,halueval,1,5,0.3470271137683772,0.10931292828919101,0.5436599579424318,0.1,0.0,0.9,0.3811429072604069
halueval-9698,halueval,1,5,0.987522311406311,0.002781253053844544,0.009696435539844655,1.0,0.0,0.0,0.007629470823766872
halueval-1393,halueval,0,5,0.34412702894692454,0.440402972221053,0.21546999883202247,0.3,0.4,0.3,0.5481379716370642
halueval-4686,halueval,1,5,0.9661652262779159,0.014052099521260675,0.01978267420082353,1.0,0.0,0.0,0.02394343662167244
halueval-5445,halueval,1,5,0.205967268925283,0.30554094763171724,0.48849178344299987,0.1,0.4,0.5,0.5497868393532171
halueval-9369,halueval,0,5,0.708170944894935,0.21990323936061912,0.07192581574444581,0.6,0.4,0.0,0.255866147232842
halueval-8417,halueval,1,5,0.43896339807166934,0.07119732168257406,0.48983928024575657,0.1,0.1,0.8,0.31611696180545235
halueval-2797,halueval,1,5,0.9889265589451547,0.001723349184139639,0.009350091870705861,1.0,0.0,0.0,0.00639839511949257
halueval-3674,halueval,1,5,0.9811115277193345,0.0013477160779092722,0.01754075620275613,1.0,0.0,0.0,0.010118094179287336
halueval-8452,halueval,1,5,0.7050876812902768,0.03172337385424764,0.2631889448554755,1.0,0.0,0.0,0.1633178462819854
halueval-8532,halueval,0,5,0.6405421254144508,0.0037015123273045855,0.3557563622582446,0.6,0.0,0.4,0.18157969345642688
halueval-6985,halueval,1,5,0.5167364594821755,0.16469364310008802,0.3185698974177365,0.5,0.3,0.2,0.3239785918089563
halueval-585,halueval,0,5,0.9878320163229619,0.0009238872756028346,0.01124409640143517,1.0,0.0,0.0,0.00654593547632042
halueval-2129,halueval,1,5,0.016475515075387324,0.8251648345291119,0.15835965039550065,0.0,0.9,0.1,0.9043446597268623
halueval-4508,halueval,0,5,0.48649542927877387,0.21094982990819214,0.302554740813034,0.4,0.1,0.5,0.3622272003147091
halueval-8381,halueval,1,5,0.34544384231272485,0.5990918797963352,0.055464277890940016,0.4,0.6,0.0,0.6268240187418052
halueval-9386,halueval,0,5,0.8211430980365713,0.036571786640004156,0.1422851153234247,1.0,0.0,0.0,0.1077143443017165
halueval-7807,halueval,0,5,0.542591325562577,0.07361906054703152,0.3837896138903914,0.7,0.0,0.3,0.2655138674922272
halueval-4112,halueval,0,5,0.9867825179875098,0.002387934480967892,0.010829547531522377,1.0,0.0,0.0,0.00780270824672908
halueval-2197,halueval,1,5,0.7909650688602232,0.003991677384579848,0.2050432537551968,0.6,0.0,0.4,0.10651330426217825
halueval-5940,halueval,1,5,0.6097716051104572,0.024103654501523557,0.3661247403880193,0.6,0.0,0.4,0.2071660246955332
halueval-7465,halueval,0,5,0.9823127566825869,0.005179795715551384,0.012507447601861737,1.0,0.0,0.0,0.011433519516482252
halueval-3949,halueval,0,5,0.05948305161252535,0.8810481213140203,0.05946882707345423,0.1,0.8,0.1,0.9107825348507474
halueval-1336,halueval,0,5,0.455538550040521,0.5062365007604539,0.0382249491990251,0.3,0.7,0.0,0.5253489753599665
halueval-8565,halueval,1,5,0.991847259144531,0.001359382790216274,0.006793358065252821,1.0,0.0,0.0,0.004756061822842684
halueval-3895,halueval,0,5,0.9758964065361914,0.003941067885220521,0.02016252557858813,1.0,0.0,0.0,0.014022330674514586
halueval-7261,halueval,1,5,0.11263167040904616,0.27978514394656245,0.6075831856443914,0.0,0.3,0.7,0.5835767367687581
halueval-4138,halueval,1,5,0.7980791884331253,0.001375156460521072,0.20054565510635375,1.0,0.0,0.0,0.10164798401369794
halueval-380,halueval,1,5,0.3885557168026392,0.01769046648967962,0.5937538167076812,0.1,0.0,0.9,0.31456737484352026
halueval-5582,halueval,0,5,0.6153681317085676,0.06950322328247115,0.31512864500896126,0.6,0.0,0.4,0.22706754578695176
halueval-2427,halueval,0,5,0.9845341796854005,0.0026502780077981357,0.012815542306801481,1.0,0.0,0.0,0.009058049161198876
halueval-8666,halueval,1,5,0.396036030162996,0.1913518824901625,0.4126120873468415,0.2,0.2,0.6,0.39765792616358325
halueval-715,halueval,0,5,0.9905813337130128,0.0015988100772071612,0.00781985620978008,1.0,0.0,0.0,0.005508738182097201
halueval-6861,halueval,1,5,0.7602689947984325,0.03342632607107433,0.20630467913049322,1.0,0.0,0.0,0.13657866563632093
